page_num|art_num|type|year|author|title|abstract
45|5572854|Conference Paper|2010|Xiong Li|Concept and application of warfare system agents interaction chain|Along with the rapid development of agent and multi-agent system (MAS) technologies, the theory and method of agent-based modeling (ABM) have become an efficient approach for warfare system modeling. At present, researches on warfare system modeling using ABM still have some deficiencies, such as how to visually, vividly and accurately express and realize a multi-agent organization. To meet the requirement, a novel method, warfare system modeling based on agents interaction chain, is given in this paper. Agents interaction chain has been presented for the first time by establishing its rule symbol system and agents interaction chain diagram. Its feasibility and validity is confirmed by multiple sensors warfare simulation on information battlefield.
45|4233278|Conference Paper|2007|Tomasz Orzechowski|The Use of Multi-Agents' Systems in e-Learning Platforms|Computer networks do make our life easier and probably better. The different kind of data (both useful and useless information) is available close to us. We don';t need to know where it is physically located to use existing services. The only we need is to have the access to the global network. In this way we often can decrease the time we need to do following things such as doing shopping, checking news, exchanging our opinions, etc. Some years ago it took much more time... But making our life easier by increasing our time needed to arrange our life is not the most important thing, in my opinion. The really most important is to allow people who live in different countries to exchange the knowledge and offer distance learning. This kind of the use of the global network guarantees that people can be better educated and the development of science will accelerate.
45|5458751|Conference Paper|2010|Zhi-du Liu|A Multi-Agent Framework for Software Dynamic Configuration|This paper represents a multi-agent framework for software dynamic configuration. For software systems developed with CBDS approach, reconstructing connection between its software components and upgrading the components can be performed at running time in the framework. A middleware based on the multi-agent framework is implemented and has been used to develop software systems with CBDS approach. The system will work well during the entire period of configuration. In the framework for dynamic configuration, each software component is encapsulated as an intelligent agent. It can upgrade and reconstruct itself autonomously.
45|1620394|Conference Paper|2006|S. Hussain|Agent-based system architecture for wireless sensor networks|This paper presents an ongoing research on developing an agent based system architecture for wireless sensor networks. The main objective of this system is to facilitate the design, implementation, and maintenance of applications for sensor networks that consist of wireless sensor nodes. The proposed system architecture contains four types of agents: interface, regional, cluster, and query agents. The interface agents receive queries from the users and return the results back to them. The regional agent is responsible for sending query packets to the cluster agents. The cluster agents disseminate query into the network and provide efficient in-network processing. Finally, the query agents process the query in the sensor node. The delegation of specific tasks to different software agents facilitates the development and maintenance of sensor network applications.
45|6209296|Conference Paper|2011|Marcelo Lopes de Lima|About Agents and Predictive Controlles|In this work we analyze the relation between intelligent BDI agents and Model Predictive Controllers (MPC). While BDI agents is a new approach to develop autonomous systems, the MPC are the most successful multivariable controllers used nowadays in the industry. The two fields can contribute to each other towards a kind of MPC agents, and we expect significant improvements in the theory and practice of actual controllers.
45|5369547|Conference Paper|2009|Claudio Cubillos|Designing an Open Agent System for Book-Trading|The present work focuses in the implementation of an open system for book-trading based in the Agent paradigm. For enabling openness an agent infrastructure is provided allowing at execution time a newly incoming buyer agent to conciliate its way of interacting with the system rather than being done at design time. The proposal considers the disambiguation of the possible divergences that could arise at three levels: semantics, communication and interaction.
45|6945860|Journal Article|2015|Zhiqiang Zuo|Adaptive Fault-Tolerant Tracking Control for Linear and Lipschitz Nonlinear Multi-Agent Systems|This paper considers the problem of fault-tolerant tracking control for linear and Lipschitz nonlinear multi-agent systems subject to actuator faults and the leader';s bounded unknown input. The communication topology is the undirected subgraph with directed connections between the leader and the followers. Based on the relative states of neighbors and a general actuator fault model, an adaptive fault-tolerant control protocol is proposed to compensate for the failure effects on consensus tracking where the feedback matrices update the parameters by the online estimation of actuator faults. The criteria of reaching consensus tracking despite the actuator faults for both linear and Lipschitz nonlinear agents are derived, respectively. Finally, two examples are included to illustrate the theoretical results.
45|5190240|Conference Paper|2009|Tianbiao Yu|Decision Support System of Product Development Based on Multi-agent|In order to improve success rate of new product development, an intelligent decision support system based on multi-agent for new product development is presented. The dialogue layer, problem decomposition layer, control layer and problem solving layer in the decision process are studied; corresponding decision support apply modules are built based on the design idea of decision support system with multistructure through the share of resource and information; the design principles of product development decision support system and general design schemes are proposed. The system is comprised by eight modules of data collection, data management, statistical analysis, breakeven analysis, risk prediction analysis, resource optimization scheduling, expert system and information exchange, and the functions of each module are designed and described, and the solutions of decision based on MAS are proposed.
45|4716248|Conference Paper|2008|Aining Li|Research and design of security mechanism for multi-grade agent system|Nowadays the rapid development of network technology makes mobile agents used widely in many fields. However, mobile agentspsila popularity has been limited due to some security problems. According to different characteristics of distributed network structures, security requirements of mobile agent systems are different. Aimed at the security requirements of multi-grade mobile agent systems, a security mechanism was proposed. In this mechanism, the technology of authentication and cryptography was used to protect mobile agents and agent platforms from malicious hosts or other agents. The proposed mechanism has been implemented by using python language.
45|9012168|Conference Paper|2019|Peng Xu|Observer-based Event-triggered Circle Formation Control for Multi-agent Systems with Directed Topologies|This paper proposes an observer-based event-triggered algorithm for circle formation control problems of first-order multi-agent systems, where the communication topology is modeled by a spanning tree-based directed graph with limited resources. Depending on the trigger threshold of specific measurement error and compared with the norm of a function with states, we apply an event-triggered mechanism to reduce the updates frequency of the controller via observing continually neighbors'; state. Sufficient conditions on desired circle formation are derived following the resulting asynchronous network executions converge to the equilibrium points. Both the analysis and numerical simulations show that Zeno behavior can be ruled out under the designed control laws.
45|7821821|Conference Paper|2016|Jaroslav Melesko|Personalised intelligent multi-agent learning system for engineering courses|The paper aims to present a methodology to personalise learning and a model of personalised intelligent multi-agent learning system for engineering courses based on students'; learning styles and another personal characteristics and needs. The main technologies used to create the system are Semantic Web, ontologies, recommender system, and intelligent software agents. First of all, the authors performed systematic review on intelligent software agents'; application in education. After that, they have analysed students'; preferences to certain learning styles according to Felder and Silverman Learning Styles Model which is widely recognised the most suitable for engineering disciplines. This analysis is necessary to further creating personalised learning units / scenarios optimised for particular learners in conformity with their learning styles and other preferences. These learning units should consist of suitable learning components (learning objects, learning activities, and learning environments) optimal for particular students. Scientific methodology to creating optimised learning units for particular learners is based on expert evaluation method and application of intelligent technologies - ontologies, recommender systems, and intelligent software agents. The novel model of personalised intelligent learning system for engineering students based on application of intelligent software agents is presented in more detail. The main success factors of this approach are application of pedagogically sound vocabularies of the learning components used to create personalised learning units, and the experts'; collective intelligence.
45|7258397|Journal Article|2016|Sk. Razibul Islam|A Distributed Multi-Agent Based Emergency Control Approach Following Catastrophic Disturbances in Interconnected Power Systems|This paper presents a decentralized emergency control approach for preventing voltage instability by controlling the reactive power and voltage of the system. The proposed control algorithm is based on a distributed architecture of intelligent agents to identify the affected region and to activate timely countermeasures to achieve a fast and accurate response. By dividing the network into several areas, the voltage instability problem can be localized and countermeasures can be directed to the most affected area by the authorized local agent. This facilitates quick decision making within the system. To achieve effective voltage and reactive power support, a sensitivity based zone formation is proposed. The Nordic32 74-bus test system has been used for testing the proposed multi-agent emergency control (MAEC). The results from the case studies demonstrate the effectiveness of the proposed MAEC approach.
45|4721797|Conference Paper|2008|Liu Quan|An Intelligent Digital Right Management System Based on Multi-agent|Digital right management (DRM) is an important research topic of knowledge right protection and multi-agent is a primary technology for DRM system. Digital watermark has been employed widely in copyright protection. The integration of multi-agent and digital watermark has been intensively investigated in recent years. An intelligent DRM system based on multi-agent is presented in this paper. The agent roles are classified as five types. The proposed solution can reduce the load of sever and network because the watermark is detected on the remote hosts. The system model is described and analyzed.
45|6620064|Conference Paper|2013|Raziyeh Moghaddas|A new multi-agent algorithm for solving constraint satisfaction problems|Constraint satisfaction problem is considered as an important area of research in artificial intelligence, so that many problems in artificial intelligence and other fields of computer science can be defined as constraint satisfaction problems (CSPs). On the other hand, there are situations where a problem needs to be solved in a distributed mode, such that it is impossible to use a central controller. In these conditions, the importance of multiagent systems is specified. In this paper we will present a new multi-agent method called CSC (constraint satisfaction community) to solve those CSPs which have Alldiff constraints, namely, those issues which all variables should have different values. Experimental results show that this algorithm achieves good performance when the size of problem increases, and almost has a linear time complexity.
45|5360554|Conference Paper|2009|Xiangjun Cheng|Distributed Traffic Signal Control Approach Based on Multi-agent|This paper establishes a distributed and coordinated traffic signal control system based on multi-agent (DTCMAS), in which there is no control center. Each intersection is controlled by a local agent independently. In the meantime, the signal control agents improves the control effect of global network by communication and coordination among agents in adjacent intersections. Because every agent comprises knowledge-database and reasoning mechanism, the DTCMAS not only fully considers the information of fleets of cars and traffic conditions in around intersections, but also takes the realization of global optimizing for traffic control of road network into account and reduces the complexity of control algorithm greatly. The result of simulation shows that the DTCMAS signal control approach reduces 37.8% total stop delay of cars averagely than the fixed-time method and reduces 17.8% total stop delay of cars averagely than the actuated method under the same condition.
45|7981827|Conference Paper|2017|Oleg N. Bodin|Distributed computer diagnostic system KardioVid on the base of the multi-agent technologies|The paper is devoted to distributed computer diagnostic system KardioVid on the base of the multi-agent technologies. Distinctive features of the proposed distributed diagnostic system are effective and promt distribution of resources of the medical institution between patients.
45|5623149|Conference Paper|2010|Liang-yao Gu|Research on intelligent monitoring and protection system of distributive multi-tower cranes|During construction phase of large buildings, it is of great significance to maintain safety protection on multi-tower cranes operating. Based on distributive and multi-intelligent agents design concept, and adopting ARM embedded technology, wireless network transmission, an intelligent monitor and protection system for the multi-tower cranes has been established. A multi-tower crane communication network has been set up to realize status information transmission of tower crane by adopting wireless token-ring communication. “Implication Confirm” feedback is used to speed up data transmission of communication network. Remote monitoring on working status of multi-tower cranes can be realized by using GPRS network. Field tests show the tower crane intelligent monitoring and protection system meets the requirements of monitoring construction safety of multi-tower cranes operating.
45|5752568|Conference Paper|2011|H. Al Tair|Proactive integrated mobile services using multi-agents system|Integration between multi-agents systems and mobile services can lead to advanced creative applications on smart handsets. Communication and learning are some of the main features of agents. These features can be utilized to implement a smart system that can be proactive and adaptive to a user';s context/-situation. This paper highlights a number of related projects and points out their drawbacks. It proposes - an alternative architecture for a tourist guide system. It also describes the workflow of a number of tasks in the system and provides some possible scenarios regarding the use of such system.
45|4696228|Conference Paper|2008|Ming-Che Hsieh|Spoken Dialogue Agent Interface Requirements Modeling Based on PASSI Methodology|This study presents a spoken dialogue agent interface requirements modeling approach based on PASSI methodology with the support of PTK CASE tool. Our approach is composed of three models, including the dialogue agent requirements, the dialogue agent society, and the dialogue agent PAC models. The dialogue agent PAC model provides a visual and effective approach for the agent-based user interface modeling and specification by integrating sound design principles and experiences. To support mixed-initiative dialogue modeling, a dialogue agent may participate in different dialogue scenarios playing distinct dialogue roles. To demonstrate our methodology, a case study is applied.
45|9610123|Early Access Article|2021|Wei Wang|Distributed Cooperative Output Regulation of Linear Heterogeneous Multi-Agent Systems|In this paper, the output regulation problem of fully distributed linear heterogeneous multi-agent systems via event-triggered communication is investigated. A novel information acquisition scheme is proposed, which can effectively save the computing resources of the controller. The time-invariant matrix S is obtained directly through completely distributed communication. Therefore, the computational burden caused by the introduction of matrix observer is reduced. At the same time, to save communication resources, this paper adopts a communication scheme and designs a Zeno-free event-triggered mechanism for each agent. The trigger mechanism in this paper can avoid the continuous monitoring of the system state, and does not need to supplement the self-triggering algorithm. In addition, the control strategy designed in this paper is fully distributed with fixed parameters, and the use of global information can be avoided without using dynamic parameters in the controller. Finally, a numerical example is given to verify the effectiveness of the proposed method.
45|9035499|Journal Article|2020|Panggah Prabawa|Multi-Agent Framework for Service Restoration in Distribution Systems With Distributed Generators and Static/Mobile Energy Storage Systems|This paper presents a multi-agent system (MAS)-based approach for service restoration in a distribution system with distributed generators (DGs), static energy storage systems (SESSs), and mobile energy storage systems (MESSs). In comparison with existing MAS-based service restoration approaches in a two-layer cyber-physical architecture, excluding the dispatch of MESSs, we propose a three-layer framework that consists of cyber, physical, and transportation layers corresponding to the communication scheme for the MAS, electric distribution system, and transportation network for MESSs, respectively. In the proposed MAS framework, agents communicate and cooperate with each other for service restoration without violating system operation constraints by conducting the following actions: i) Kruskal-algorithm-based island reconfiguration (switch agent), ii) generation of switching sequence and dispatches of DGs and SESSs (DG and static battery agents) under monitored loading condition (load agent), and iii) dispatch of MESSs based on optimal road routing using the Dijkstra algorithm (mobile battery agent). Case studies were carried out in an IEEE 33-bus distribution system, and the results validated the performance of the proposed approach in terms of number of restored loads and restoration time steps, voltage level, and state of charge of the SESSs and MESSs with different numbers of fault lines and SESSs/MESS, and different extents of damaged roads.
45|8864170|Conference Paper|2019|Preecha Tangworakitthaworn|An Image-Based Vocabulary Learning System Based on Multi-Agent System|Promoting and developing English language skills are essential for second language learners. This paper presents the design and development of a mobile application for promoting learners'; experiences in learning the English vocabularies by formulating the compound words generated from images. The proposed system is based on the multi-agent system (MAS) covering three main agents: matching learners agent, combination vocabulary agent, and feedback agent. The innovation of the proposed approach is that many learners (matching learners agent) can formulate the new vocabulary that is formed from the combination algorithm (combination vocabulary agent) and learners can experience new vocabulary represented by using the image results (feedback agent). The two experiments of the system performance evaluation are reported. The experimental results show that the performance of the vocabularies'; detection and the sub processes execution were achieved the high accuracy.
45|7782293|Journal Article|2017|Xiangyu Wang|Distributed Active Anti-Disturbance Consensus for Leader-Follower Higher-Order Multi-Agent Systems With Mismatched Disturbances|This technical note studies the finite-time consensus problem of leader-follower higher-order multi-agent systems with mismatched disturbances. To solve such a problem, by combining the non-singular terminal sliding-mode control (NTSMC) and disturbance observer based control (DOBC) methods together, a distributed active anti-disturbance cooperative control scheme is proposed. Firstly, to estimate the matched/mismatched disturbances of each follower, a finite-time disturbance observer is constructed. Secondly, by distributedly employing the mismatched disturbances estimates, integral-type non-singular terminal sliding-mode surfaces are designed for followers. Thirdly, distributed protocols are proposed based on the surfaces. In the presence of mismatched disturbances, these protocols achieve finite-time output consensus for the agents. Simulations validate the correctness and effectiveness of the proposed control scheme.
45|7554623|Conference Paper|2016|Huizhu Pu|Consensus analysis of first-order discrete-time multi-agent systems with time delay: An event-based approach|This paper considers the consensus problem of first-order discrete-time multi-agent systems with time delay by an event-based approach. The event-based controller is designed for each agent. A sufficient condition for achieving consensus is given under the assumption that the interconnection topology among agents has a directed spanning tree. Furthermore, the Zeno-like behavior for discrete-time multi-agent systems is defined and is excluded for the closed-loop system. Finally, a simulation example is given to illustrate the efficiency of the proposed control strategy.
45|8865274|Conference Paper|2019|Zhiqiang Miao|Formation Control with Connectivity Maintenance for Double-Integrator Multi-Agent Systems|The network connectivity maintenance problem in formation control of mobile agents with double-integrator dynamics is addressed in this paper. Distributed potential field-based controllers are proposed for double-integrator agent group to maintain the connectivity of communication graph until the desired formation is achieved. We also investigate the connectivity preserving formation control with a virtual leader. Providing that at least one agent has information about the leader, all agents can asymptotically reach the desired formation and attain the same velocity as the virtual leader. The asymptotic stability analysis is presented with Lyapunov-like tools including LaSalle';s invariance principle and Barbalat';s lemma. Simulation results on a group of agents with double-integrator dynamics are presented to demonstrate the effectiveness of the proposed strategies.
46|8483712|Conference Paper|2018|Xiayang Li|Fault-tolerant Consensus Control Based on Fault Detection for Linear Multi-agent Systems|This paper investigates the problem of fault-tolerant consensus control based on fault detection for linear multi-agent systems with actuator loss of effectiveness and additive faults. We have proposed distributed fault detection filters firstly. On this basis, we have designed distributed control protocols for healthy agents and switching control protocols for possibly faulty agents, respectively. The control protocols are fully distributed, under which the consensus error converges to zero. Finally, a simulation example is introduced to show the effectiveness of the control protocol.
46|9188830|Conference Paper|2020|Jimin Wang|Differentially Private Consensus for Multi-Agent Systems|This paper considers the distributed consensus problems for first-order multi-agent systems subject to differentially private requirements, where we protect the privacy of the agents'; initial states against an adversary that has access to all the messages. Compared with the existing results, we propose a stochastic approximation-type protocol to deal with the injected noises. Furthermore, the ε-differential privacy and convergence property of the proposed algorithm are established. The privacy of each agent';s initial states is protected by the designed protocol. Meanwhile, the agent';s state converges in mean square to a common random variable, whose expectation is right the average of the initial states of the whole system. Finally, the effectiveness of the proposed method is demonstrated by numerical simulations.
46|6822399|Conference Paper|2014|Tomáš Cádrik|Control of agents in a multi-agent system using ZCS evolutionary classifier systems|The paper shows the usage of ZCS evolutionary systems in a multi-agent system where each agent is controlled with a different classifier system. This approach was tested on the cleaning robot task with multiple robots cleaning the room. Each robot has like in the original cleaning robot task a limited amount of carried trash and when the robot';s stack is full he must go to a container and take out the junk.
46|6272804|Conference Paper|2012|Li Ben-yin|Distributed formation control of multi-agent systems with nonuniform time-delay in stochastic networks|In the paper, It is investigates the distributed formation control for discrete-time multi-agent systems when there exists nonuniform time delay in stochastic networks, which are supposed to change with a Markov chain. The protocols to make the followers form the desired formation while tracking the virtual leader and reaching velocity consensus are designed. The sufficient conditions that the parameters of the proposed protocols satisfy to make the protocol effective are given. It is shown that there is no constraint on the upper bound of communication delay. Finally, the simulation results illustrate the effectiveness of the designed protocols.
46|4624975|Conference Paper|2008|Jing Li|Simulating the (S, s)-Controlled Stochastic System in Different Supply Chains by a Multi-Agent System|The lead-time for the retailer';s inventory system may be changed with different suppliers in chinapsilas low technology industries. A multi-agent simulation system is proposed to simulate this category of dynamic supply chain. In the simulation system, the retailer';s stock was controlled by (S, s) policy, and then four categories of supply chain scenarios were suggested. Four propositions were achieved by the simulation system. With the decrease of s, the retailer';s profit has different tendency under the four scenarios. Optimal (near-optimal) s, correspond to maximum profits, shows significant difference in the four scenarios. The results of the paper demonstrate that s can be significantly changed and financial benefits can be achieved while the retailer cooperates with different suppliers under the four supply chains.
46|7904312|Conference Paper|2016|Jie Huang|Multi-agent Network and Cellular Automata Based Resources Assignment for City Educational System|In the paper, a city educational resources assignment problem (CERAP) is raised. The combination of big data, multi-agent model and cellular automata (CA) methodologies are argued and developed. Then, the agent-based computational framework is discussed to the educational social science control (assignment) system. The proposed methodologies provides a powerful way to address nonlinearities, humanities, and especially interdisciplinary control problem. Agent-based modeling offers powerful new forms of hybrid theoretical-computational work. The agent-based approach invites the interpretation of society as a distributed computational network, and in turn the interpretation of social dynamics as a type of computation. Then, the simulation tools are mentioned. Finally, a short discussion and conclusion end this paper.
46|4609547|Conference Paper|2008|Bing Wang|Intelligent Security System Design Based on Multi-agent Technology|Since the agent has characteristics of distributed, autonomous and cooperative, we present an intelligent security system based on multi-agent technology. This paper firstly describes the architecture of the system, then introduces the different tasks and duties of different type of agents, and finally explains the system workflow. Some enterprises which use this system demonstrates the application of multi-agent technology not only clarifies the logical designing but also has some superiorities on systempsilas running speed, efficiency, stabilization and self-adaptation.
46|5521587|Conference Paper|2009|Xiaoli Wei|Design and Implement of Dairy Mating and Breeding Intelligence Decision Support System Based on Multi-agent|The dairy mating and breeding IDSS introduce a new method in dairy mating work, in the process of dairy mating, the system combine the traditional mating method and person many years experience with the Multi-Agent technology, use ASP.NET principium to develop. This method can play a role of decision support in dairy scientific breeding and genetic improvement of dairy group in our country.
46|4666461|Conference Paper|2008|Ruijie Wang|Study on Tourism Grey Forecast System Based on Multi-agents|In this paper, we introduce the concepts of holiday tourism information data mining and grey prediction technology, establish the holiday tourism data model and grey prediction model, and analyze the predict results. On the basis of the analysis with agent system-infrastructure, we establish an agent based tourism grey prediction system.
46|4510032|Conference Paper|2007|Yaser Qudaih|Reconfiguration of power distribution system using multi agent and hierarchical based load following operation with energy capacitor system|The art of reconfiguring power distribution system in such a way that it becomes more reliable and flexible is very crucial, but complicated in the presence of distributed generation units such as diesel generator, photovoltaic, and wind turbine. Such a kind of art is presented in this paper as radial and loop distribution system, with dispersed power sources. Energy Capacitor System (ECS) is involved as a storage device and playing the main role of load following operation. Utilization of multi agent based operation and control of the system has been used. Information among the controllable units, namely the diesel generator unit and the ECS, is transferred through computer network. Hierarchical control used in this paper in the case of local control on the operation of the ECS. Results showed an improvement in the power quality of the system, in both global and local levels of control.
46|9440628|Conference Paper|2021|Anqing Wang|Cooperative Output Tracking of Heterogeneous Uncertain Nonlinear Multi-Agent Systems via Distributed Event-Triggered Adaptive Fuzzy Control|In this study, the cooperative output tracking problem is addressed for strict-feedback uncertain nonlinear multiagent systems. A novel distributed adaptive fuzzy control strategy is developed based on the event-triggered transmission scheme. With the proposed approach, only sampled output information needs to be exchanged among the communication network, which not only reduces the communication burden, but also makes the controller implementation more flexible. In addition, Zeno behavior is avoided and the cooperative output tracking error converges to an adjustable set around the origin by choosing different design parameters. The effectiveness of the main result is verified by a simulation example.
46|1714432|Conference Paper|2006|Fan Zhang|Autonomic Management of Web Services Based on Federated Multi-agent System|Web services, as a wonderful distributed computing technology, are used in many business systems, such as ERP and CRM. However, dynamical nature of Web services and changeful business requirements result in increasing complexities of management of Web services, especially in large-scale business system. In this paper, we present architecture of autonomic management for Web services base on federated multi-agent system. It uses task agent as a container of Web services to manage Web services and has an autonomic cooperation mechanism to share information and cooperate among task agents, manager agents and middle agents in agent federation to finish some computing tasks
46|6993234|Conference Paper|2014|S Mocci|Multi-agent control system to coordinate optimal electric vehicles charging and demand response actions in active distribution networks|Management models enabling the coordination of Active Demand and new additional loads, such us plug-in electric vehicles, with the objective of supporting the network performance under the constraints of the grid security and quality of supply, are essential to make the distribution system capable to offer services for power system operation. In the paper, an intelligent and decentralized Multi-Agent System for handling electric vehicles charging control and Active Demand programs management in the LV distribution networks is proposed. The optimization algorithm proposed allows designing valid and effective demand response and electric vehicles charging system, able to analyse and meet the vehicle charging needs to contribute to the voltage control of the distribution network. Application examples are presented in order to illustrate the algorithm effectiveness.
46|9232656|Conference Paper|2020|Yuan Yu|Research on coordinating optimization strategy of integrated energy system based on multi-agent consistency theory|With the development of communication technology, the level of informatization and intelligence of energy systems continues to increase. The integrated energy system (IES) considering the mixed energy supply of electric, heat, gas and information is an effective approach to improve the rational allocation of energy. The optimized configuration of network power flow can not only improve the efficiency of energy utilization, but also reduce the network redundancy as much as possible through a high level of coupling. In this paper, based on improved discrete consistency algorithm, a coordinating optimization method is proposed that aims to optimize the multi-area interconnected IES. First, an IES model considering the mixed energy supply of electric, heat and gas is constructed in a single region. Based on the model, an objective function with the maximum return is established on the premise of assuming that the prices of electric, heat and gas can be used as an economic means to adjust the energy utilization. Then, the consistency theory is applied to the IES, and the improved discrete consistency algorithm is used to optimize the objective function. Finally, a certain region IES is taken as an example in Northeast China. The case study demonstrates that the effectiveness and accuracy of the proposed method.
46|9238417|Early Access Article|2020|Yang Liu|Adaptive Fuzzy Containment Control for Multi-Agent Systems with State Constraints Using Unified Transformation Functions|In this paper, the finite-time containment control problem of the nonlinear multi-agent systems (MAS) is investigated, in which the follower agents are subjected to full state constraints. The fuzzy logic system is employed to approximate the uncertain dynamic of the nonlinear MAS. A new nonlinear transformation function (NTF) is proposed, which serves as a unified tool for coping with the systems subjected to state constraints and no constraint. By combing the variable transformation with the proposed NTF, the original systems with state constraints are converted into the equivalent free-constrained systems. Moreover, as long as the boundedness of the states in transformed systems is guaranteed, the states of the original MAS don';t transgress the preassigned boundaries. Based on the finite-time stability theory, the adaptive fuzzy control scheme is constructed for the transformed systems. It is proved that the outputs of all the followers are driven to converge to the convex hull spanned by the leaders in finite time, and all the signals in the closedloop systems are bounded in sense of mean square. The full state constraints for the followers are not violated all the time. Specially, the control structure does not need to change even there is no constraint imposes on the state. Finally, simulation examples are given to verify the effectiveness of the proposed finite-time control scheme.
46|4052909|Conference Paper|2006|Li Tao|Dynamic Reconfiguration of Multi-Agent Systems Based on Autonomy Oriented Computing|Dynamic reconfiguration has been listed as one of the key challenges in support of agent adaptation to environments, which has attracted much attention of researchers world wide. To tackle this tough problem, an agent-based dynamic reconfiguration model (ADRM) is proposed from the autonomy-oriented computing (AOC) point of view. The ERA (environment-reactive rules-agents) algorithm used in AOC is improved to support the organization formation behavior, which is essential in dynamic reconfiguration. To test the efficiency of this model and the effectiveness of different reactive behaviors, the performance of this model was investigated under different selection probabilities.
46|7250293|Conference Paper|2015|Yong Ou Yang|Argumentative dialogue revision in multi-agent system|Most of the traditional belief revisions were built on a completely reliable set of static beliefs between the believable intelligent agents, which are unrealistic due to their inability to identify the credibility of faith. Argumentative dialogue is a basic method for intelligent agents in multi-agent system to eliminate differences between them and reach a consensus. In this paper we will establish an argumentative dialogue framework for intelligent agents'; dialogue process by using the argumentative theory and transforming dialogue beliefs of agents into arguments, and building an original argumentative dialogue tree based on the relationship of arguments. Then we calculate the credible belief set of each agent after turning the original argumentative dialogue tree into standard argumentative dialogue tree. At last we calculate the acceptable belief set to make each agent';s mind reach an agreement. This method is characterized by high efficiency, good adaptability, easy realization, and removing forged or incredible beliefs to a certain extent.
46|7895192|Journal Article|2018|Muhammad Saim|Distributed Average Tracking in Multi-Agent Coordination: Extensions and Experiments|This paper addresses the distributed average tracking (DAT) problem for a group of agents to track the average of multiple time-varying reference signals, each of which is available to only one agent, under local interaction with neighbors and an undirected graph. We consider three cases: 1) DAT for single-integrator dynamics with a chain of integrators in algorithm design; 2) DAT with swarm behavior for single-integrator dynamics; and 3) DAT with swarm behavior for double-integrator dynamics. First, a continuous distributed algorithm with a chain of two integrators is proposed for single-integrator dynamics, where each agent needs its own and its neighbors'; filter outputs obtained through communication besides its absolute position, local relative positions, reference signal, and reference velocity. The introduced algorithm can deal with a wide class of reference signals with steady deviations among reference velocities. Then, two swarm-based DAT algorithms for, respectively, single- and double-integrator dynamics are presented. In the first swarm-based algorithm for single-integrator dynamics, each agent needs to measure the relative positions between itself and its neighbors, while in the second swarm-based algorithm for double-integrator dynamics, relative velocity information is required too. In both cases, the information can be obtained through local sensing. If correct initialization constraints can be achieved, the center of the agents will track the average of the reference signals and the agents will maintain connectivity and avoid interagent collision. Numerical simulations are also presented to illustrate the theoretical results. Finally, the algorithms presented in this paper are experimentally implemented and validated on a multirobot platform.
46|6203915|Conference Paper|2012|Muthu Samy Rajendram|Multi Agent Control for two area power system network|Uninterrupted power supply is considered to be an important factor in defining a quality supply network. This becomes necessary for maintaining emergent critical load. In this paper, Multi Agent Controller (MAC) has been proposed to maintain the system operational criterions such as the maintenance of voltage and other parameters. This has been implemented in two area network to demonstrate the application of MAC where it maintains the continuity of power in the area subjected to fault. MAC is implemented by using an open source agent building toolkit Java Agent Development framework (JADE). Simulation is carried out in Mat lab environment. Macsimjx has been used to interface the simulink model with Multi Agent System (MAS). Detailed simulation has been carried out during various fault conditions. The results demonstrate the continuity of power supply to the critical loads through Distributed Energy Resource (DER) even in absence of Grid power.
46|8560463|Conference Paper|2018|Jacek Zawisza|Application of design pattern within the engineering of agent-based control systems|Within production systems. various control decisions have to be taken to ensure a proper system behavior in a distributed but consistent way. To take these control decisions and to ensure the necessary information exchange between them multi-agent systems can be considered for implementation. However. an agent-based control system for a complex production system cannot be implemented in one shot. To overcome this problem two approaches can be successfully applied. On the one hand. a stepwise engineering approach for multi-agent-based control systems solving special control problems and combining them in an appropriate way to a larger agent-based control system can be considered. On the other hand. existing design pattern can be applied to improve the development of the individual multi-agent systems. Within this paper. such a combination will be described.
46|8591336|Conference Paper|2018|Arndt Lüder|Identifying Design Pattern for Agent Based Production System Control|Multi-Agent Systems (MAS) are an implementation paradigm frequently discussed to be used within control system design for flexible production systems. Over the years, on the one hand different kind of MAS-based control architectures, and on the other hand, different agent system design methodologies have been developed with different intentions and focus e.g. Agent-Oriented Software Engineering (AOSE). Nevertheless, only a few practical applications of MAS in control can be observed. In fact, a MAS developers'; problem is the missed availability of design support for agent-based engineering, to control complex production systems. Therefore, this paper intends to highlight a path towards such a MAS development support exploiting design patterns.
46|5409641|Journal Article|2010|Cui-Qin Ma|Necessary and Sufficient Conditions for Consensusability of Linear Multi-Agent Systems|Consensusability of multi-agent systems (MASs) is a fundamental problem in the MAS research area, since when starting to design a consensus protocol, one should know whether or not there exists such a protocol that has the ability to make the MAS involved consensus. This technical note is aimed at studying the joint impact of the agent dynamic structure and the communication topology on consensusability. For the MASs with fixed topology and agents described by linear time-invariant systems, a necessary condition of consensusability with respect to a set of admissible consensus protocols is given, which is shown, under some mild conditions, to be necessary and sufficient.
46|8836812|Conference Paper|2019|Tao Shen|Finite-time Circle Formation Control of Multi-agent Systems|This paper investigates the finite-time circle formation control problem for a network of mobile agents with continuous-time dynamics. Distributed control protocols for each single-integrator agent dynamics are constructed to form desired configuration on a given circle in finite time. To prove our approaches, finite-time stability theory and Lyapunov methods are considered. And the expressions for the bounded finite settling time is given. Finally, numerical simulations are presented to illustrate the effectiveness and performance of our protocols.
